ICD-9 code 1,ICD-9 code 2,Shared SNP associations,ICD-9 code 1 description,ICD-9 code 2 description,ICD-9 code category 1,ICD-9 code category 2
333.94,440.1,2,RESTLESS LEGS SYNDROME (RLS),ATHEROSCLEROSIS OF RENAL ARTERY,Neurological_Disorders,Cardiovascular_Disorders
276.9,586.0,1,ELECTROLYTE AND FLUID DISORDERS NOT ELSEWHERE CLASSIFIED,"RENAL FAILURE, UNSPECIFIED",Fluid_And_Electrolyte_Disorders,Genitourinary_Disorders
372.3,428.2,1,CONJUNCTIVITIS UNSPECIFIED,UNSPECIFIED SYSTOLIC HEART FAILURE,Ent_and_Eye_Disorders,Cardiovascular_Disorders
427.0,522.5,1,PAROXYSMAL SUPRAVENTRICULAR TACHYCARDIA,PERIAPICAL ABSCESS WITHOUT SINUS,Cardiovascular_Disorders,Dental_Disorders
357.2,707.15,2,POLYNEUROPATHY IN DIABETES,ULCER OF OTHER PART OF FOOT,Neurological_Disorders,Other_Skin_and_Subcutaneous_Disorders
410.9,790.29,1,"ACUTE MYOCARDIAL INFARCTION, UNSPECIFIED SITE, EPISODE OF CARE UNSPECIFIED",OTHER ABNORMAL GLUCOSE,Cardiovascular_Disorders,Nonspecific_Abnormal_Findings
362.02,403.9,2,PROLIFERATIVE DIABETIC RETINOPATHY,"UNSPECIFIED HYPERTENSIVE KIDNEY DISEASE WITH CHRONIC KIDNEY DISEASE STAGE I THROUGH STAGE IV, OR UNSPECIFIED",Ent_and_Eye_Disorders,Cardiovascular_Disorders
242.9,362.51,2,"THYROTOXICOSIS WITHOUT MENTION OF GOITER OR OTHER CAUSE, WITHOUT MENTION OF THYROTOXIC CRISIS OR STORM",NONEXUDATIVE SENILE MACULAR DEGENERATION OF RETINA,Endocrine_Disorders,Ent_and_Eye_Disorders
276.9,703.8,1,ELECTROLYTE AND FLUID DISORDERS NOT ELSEWHERE CLASSIFIED,OTHER SPECIFIED DISEASE OF NAIL,Fluid_And_Electrolyte_Disorders,Skin_and_Subcutaneous_Disorders
361.0,379.21,1,"RETINAL DETACHMENT WITH RETINAL DEFECT, UNSPECIFIED",VITREOUS DEGENERATION,Ent_and_Eye_Disorders,Ent_and_Eye_Disorders
427.0,719.41,1,PAROXYSMAL SUPRAVENTRICULAR TACHYCARDIA,"PAIN IN JOINT, SHOULDER REGION",Cardiovascular_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
250.8,251.1,1,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITH OTHER SPECIFIED MANIFESTATIONS, NOT STATED AS UNCONTROLLED",OTHER SPECIFIED HYPOGLYCEMIA,Endocrine_Disorders,Other_Endocrine_Disorders
403.91,799.02,1,UNSPECIFIED HYPERTENSIVE KIDNEY DISEASE WITH CHRONIC KIDNEY DISEASE STAGE V OR END STAGE RENAL DISEASE,HYPOXEMIA,Cardiovascular_Disorders,Other_and_Unspecified_Morbidity_and_Mortality
473.9,703.0,1,UNSPECIFIED SINUSITIS (CHRONIC),INGROWING NAIL,Ent_and_Eye_Disorders,Skin_and_Subcutaneous_Disorders
285.1,611.1,1,ACUTE POSTHEMORRHAGIC ANEMIA,HYPERTROPHY OF BREAST,Hematologic_Disorders,Breast_Disorders
112.3,314.0,1,CANDIDIASIS OF SKIN AND NAILS,ATTENTION DEFICIT DISORDER WITHOUT MENTION OF HYPERACTIVITY,Infectious_Disorders,Psychiatric_Disorders
250.0,250.4,4,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED","TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITH RENAL MANIFESTATIONS, NOT STATED AS UNCONTROLLED",Endocrine_Disorders,Endocrine_Disorders
477.8,785.6,1,ALLERGIC RHINITIS DUE TO OTHER ALLERGEN,ENLARGEMENT OF LYMPH NODES,Ent_and_Eye_Disorders,Varicose_Veins_Haemorrhoids_and_Lymphatic_Disorders
729.1,782.1,2,"MYALGIA AND MYOSITIS, UNSPECIFIED",RASH AND OTHER NONSPECIFIC SKIN ERUPTION,Musculoskeletal_and_Connective_Tissue_Disorders,Other_Skin_and_Subcutaneous_Disorders
571.8,596.54,2,OTHER CHRONIC NONALCOHOLIC LIVER DISEASE,"NEUROGENIC BLADDER, NOS",Digestive_System_Disorders,Genitourinary_Disorders
244.8,722.52,1,OTHER SPECIFIED ACQUIRED HYPOTHYROIDISM,DEGENERATION OF LUMBAR OR LUMBOSACRAL INTERVERTEBRAL DISC,Endocrine_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
412.0,591.0,1,OLD MYOCARDIAL INFARCTION,HYDRONEPHROSIS,Cardiovascular_Disorders,Genitourinary_Disorders
285.21,361.0,1,ANEMIA IN CHRONIC KIDNEY DISEASE,"RETINAL DETACHMENT WITH RETINAL DEFECT, UNSPECIFIED",Hematologic_Disorders,Ent_and_Eye_Disorders
372.3,692.6,1,CONJUNCTIVITIS UNSPECIFIED,CONTACT DERMATITIS AND OTHER ECZEMA DUE TO PLANTS (EXCEPT FOOD),Ent_and_Eye_Disorders,Other_Skin_and_Subcutaneous_Disorders
289.81,726.1,3,PRIMARY HYPERCOAGULABLE STATE,"DISORDERS OF BURSAE AND TENDONS IN SHOULDER REGION, UNSPECIFIED",Other_Hematologic_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
281.0,285.1,1,PERNICIOUS ANEMIA,ACUTE POSTHEMORRHAGIC ANEMIA,Hematologic_Disorders,Hematologic_Disorders
477.8,722.9,1,ALLERGIC RHINITIS DUE TO OTHER ALLERGEN,OTHER AND UNSPECIFIED DISC DISORDER OF UNSPECIFIED REGION,Ent_and_Eye_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
276.7,599.7,1,HYPERPOTASSEMIA,"HEMATURIA, UNSPECIFIED",Fluid_And_Electrolyte_Disorders,Genitourinary_Disorders
709.2,788.1,1,SCAR CONDITION AND FIBROSIS OF SKIN,DYSURIA,Other_Skin_and_Subcutaneous_Disorders,Other_Genitourinary_Disorders
346.01,530.11,1,"MIGRAINE WITH AURA, WITH INTRACTABLE MIGRAINE, SO STATED, WITHOUT MENTION OF STATUS MIGRAINOSUS",REFLUX ESOPHAGITIS,Neurological_Disorders,Digestive_System_Disorders
250.0,733.0,4,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED","OSTEOPOROSIS, UNSPECIFIED",Endocrine_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
250.0,327.23,4,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED",OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC),Endocrine_Disorders,Neurological_Disorders
250.8,357.2,1,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITH OTHER SPECIFIED MANIFESTATIONS, NOT STATED AS UNCONTROLLED",POLYNEUROPATHY IN DIABETES,Endocrine_Disorders,Neurological_Disorders
338.29,722.93,2,OTHER CHRONIC PAIN,OTHER AND UNSPECIFIED DISC DISORDER OF LUMBAR REGION,338.29,Musculoskeletal_and_Connective_Tissue_Disorders
242.9,244.8,1,"THYROTOXICOSIS WITHOUT MENTION OF GOITER OR OTHER CAUSE, WITHOUT MENTION OF THYROTOXIC CRISIS OR STORM",OTHER SPECIFIED ACQUIRED HYPOTHYROIDISM,Endocrine_Disorders,Endocrine_Disorders
361.0,715.0,1,"RETINAL DETACHMENT WITH RETINAL DEFECT, UNSPECIFIED","GENERALIZED OSTEOARTHROSIS, UNSPECIFIED SITE",Ent_and_Eye_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
311.0,493.92,2,"DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED","UNSPECIFIED ASTHMA, WITH EXACERBATION",Psychiatric_Disorders,Respiratory_Disorders
440.23,707.15,2,ATHEROSCLEROSIS OF NATIVE ARTERIES OF THE EXTREMITIES WITH ULCERATION,ULCER OF OTHER PART OF FOOT,Cardiovascular_Disorders,Other_Skin_and_Subcutaneous_Disorders
300.02,327.8,1,GENERALIZED ANXIETY DISORDER,OTHER ORGANIC SLEEP DISORDERS,Psychiatric_Disorders,Neurological_Disorders
296.32,789.07,1,"MAJOR DEPRESSIVE DISORDER, RECURRENT EPISODE, MODERATE","ABDOMINAL PAIN, GENERALIZED",Psychiatric_Disorders,Other_Digestive_System_Disorders
372.3,715.09,1,CONJUNCTIVITIS UNSPECIFIED,"GENERALIZED OSTEOARTHROSIS, INVOLVING MULTIPLE SITES",Ent_and_Eye_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
346.1,493.9,2,"MIGRAINE WITHOUT AURA, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITHOUT MENTION OF STATUS MIGRAINOSUS",UNSPECIFIED ASTHMA,Neurological_Disorders,Respiratory_Disorders
521.0,873.63,1,UNSPECIFIED DENTAL CARIES,"OPEN WOUND OF TOOTH (BROKEN) (FRACTURED) (DUE TO TRAUMA), WITHOUT MENTION OF COMPLICATION",Dental_Disorders,Head_Injuries_(Including_Skull_Fractures)
300.0,780.39,1,"ANXIETY STATE, UNSPECIFIED",OTHER CONVULSIONS,Psychiatric_Disorders,Neurological_Disorders
780.79,790.29,1,OTHER MALAISE AND FATIGUE,OTHER ABNORMAL GLUCOSE,Neurological_Disorders,Nonspecific_Abnormal_Findings
402.91,780.79,1,UNSPECIFIED HYPERTENSIVE HEART DISEASE WITH HEART FAILURE,OTHER MALAISE AND FATIGUE,Cardiovascular_Disorders,Neurological_Disorders
410.9,427.81,1,"ACUTE MYOCARDIAL INFARCTION, UNSPECIFIED SITE, EPISODE OF CARE UNSPECIFIED",SINOATRIAL NODE DYSFUNCTION,Cardiovascular_Disorders,Cardiovascular_Disorders
477.9,787.02,1,"ALLERGIC RHINITIS, CAUSE UNSPECIFIED",NAUSEA ALONE,Ent_and_Eye_Disorders,Other_Digestive_System_Disorders
595.0,611.72,1,ACUTE CYSTITIS,LUMP OR MASS IN BREAST,Genitourinary_Disorders,Breast_Disorders
410.7,455.6,1,"ACUTE MYOCARDIAL INFARCTION, SUBENDOCARDIAL INFARCTION, EPISODE OF CARE UNSPECIFIED",UNSPECIFIED HEMORRHOIDS WITHOUT MENTION OF COMPLICATION,Cardiovascular_Disorders,Varicose_Veins_Haemorrhoids_and_Lymphatic_Disorders
482.9,786.6,1,"BACTERIAL PNEUMONIA, UNSPECIFIED","SWELLING, MASS, OR LUMP IN CHEST",Infectious_Disorders,Cardiovascular_Disorders
511.9,786.05,2,UNSPECIFIED PLEURAL EFFUSION,SHORTNESS OF BREATH,Infectious_Disorders,Cardiovascular_Disorders
522.5,715.98,1,PERIAPICAL ABSCESS WITHOUT SINUS,"OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, OTHER SPECIFIED SITES",Dental_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
346.01,536.3,1,"MIGRAINE WITH AURA, WITH INTRACTABLE MIGRAINE, SO STATED, WITHOUT MENTION OF STATUS MIGRAINOSUS",GASTROPARESIS,Neurological_Disorders,Digestive_System_Disorders
346.9,389.9,1,"MIGRAINE, UNSPECIFIED, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITHOUT MENTION OF STATUS MIGRAINOSUS",UNSPECIFIED HEARING LOSS,Neurological_Disorders,Ent_and_Eye_Disorders
424.0,787.02,1,MITRAL VALVE DISORDERS,NAUSEA ALONE,Cardiovascular_Disorders,Other_Digestive_System_Disorders
285.9,591.0,1,"ANEMIA, UNSPECIFIED",HYDRONEPHROSIS,Hematologic_Disorders,Genitourinary_Disorders
361.0,427.32,1,"RETINAL DETACHMENT WITH RETINAL DEFECT, UNSPECIFIED",ATRIAL FLUTTER,Ent_and_Eye_Disorders,Cardiovascular_Disorders
724.3,729.2,1,SCIATICA,"NEURALGIA, NEURITIS, AND RADICULITIS, UNSPECIFIED",Musculoskeletal_and_Connective_Tissue_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
571.5,596.54,2,CIRRHOSIS OF LIVER WITHOUT MENTION OF ALCOHOL,"NEUROGENIC BLADDER, NOS",Digestive_System_Disorders,Genitourinary_Disorders
401.9,579.3,5,UNSPECIFIED ESSENTIAL HYPERTENSION,OTHER AND UNSPECIFIED POSTSURGICAL NONABSORPTION,Cardiovascular_Disorders,Other_Digestive_System_Disorders
386.11,784.7,2,BENIGN PAROXYSMAL POSITIONAL VERTIGO,EPISTAXIS,Ent_and_Eye_Disorders,Ent_and_Eye_Disorders
522.5,592.1,1,PERIAPICAL ABSCESS WITHOUT SINUS,CALCULUS OF URETER,Dental_Disorders,Genitourinary_Disorders
300.02,374.87,1,GENERALIZED ANXIETY DISORDER,DERMATOCHALASIS,Psychiatric_Disorders,Ent_and_Eye_Disorders
374.3,728.85,1,UNSPECIFIED PTOSIS OF EYELID,SPASM OF MUSCLE,Ent_and_Eye_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
707.1,780.57,3,"ULCER OF LOWER LIMB, UNSPECIFIED",UNSPECIFIED SLEEP APNEA,Other_Skin_and_Subcutaneous_Disorders,Neurological_Disorders
314.0,355.9,1,ATTENTION DEFICIT DISORDER WITHOUT MENTION OF HYPERACTIVITY,MONONEURITIS OF UNSPECIFIED SITE,Psychiatric_Disorders,Neurological_Disorders
296.32,300.0,1,"MAJOR DEPRESSIVE DISORDER, RECURRENT EPISODE, MODERATE","ANXIETY STATE, UNSPECIFIED",Psychiatric_Disorders,Psychiatric_Disorders
372.3,789.0,1,CONJUNCTIVITIS UNSPECIFIED,"ABDOMINAL PAIN, UNSPECIFIED SITE",Ent_and_Eye_Disorders,Other_Digestive_System_Disorders
54.9,78.1,1,HERPES SIMPLEX WITHOUT MENTION OF COMPLICATION,"VIRAL WARTS, UNSPECIFIED",Infectious_Disorders,Infectious_Disorders
281.0,786.07,1,PERNICIOUS ANEMIA,WHEEZING,Hematologic_Disorders,Cardiovascular_Disorders
241.0,564.1,1,NONTOXIC UNINODULAR GOITER,IRRITABLE BOWEL SYNDROME,Endocrine_Disorders,Digestive_System_Disorders
435.9,709.2,1,UNSPECIFIED TRANSIENT CEREBRAL ISCHEMIA,SCAR CONDITION AND FIBROSIS OF SKIN,Neurological_Disorders,Other_Skin_and_Subcutaneous_Disorders
379.21,724.0,1,VITREOUS DEGENERATION,"SPINAL STENOSIS, UNSPECIFIED REGION OTHER THAN CERVICAL",Ent_and_Eye_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
795.79,840.4,1,OTHER AND UNSPECIFIED NONSPECIFIC IMMUNOLOGICAL FINDINGS,ROTATOR CUFF (CAPSULE) SPRAIN,Nonspecific_Abnormal_Findings,Other_Injuries_(Excluding_Fractures)
276.1,296.32,1,HYPOSMOLALITY AND/OR HYPONATREMIA,"MAJOR DEPRESSIVE DISORDER, RECURRENT EPISODE, MODERATE",Fluid_And_Electrolyte_Disorders,Psychiatric_Disorders
493.92,703.0,1,"UNSPECIFIED ASTHMA, WITH EXACERBATION",INGROWING NAIL,Respiratory_Disorders,Skin_and_Subcutaneous_Disorders
54.9,327.8,1,HERPES SIMPLEX WITHOUT MENTION OF COMPLICATION,OTHER ORGANIC SLEEP DISORDERS,Infectious_Disorders,Neurological_Disorders
787.02,788.21,1,NAUSEA ALONE,INCOMPLETE BLADDER EMPTYING,Other_Digestive_System_Disorders,Other_Genitourinary_Disorders
280.9,389.9,1,"IRON DEFICIENCY ANEMIA, UNSPECIFIED",UNSPECIFIED HEARING LOSS,Hematologic_Disorders,Ent_and_Eye_Disorders
564.09,728.85,1,OTHER CONSTIPATION,SPASM OF MUSCLE,Digestive_System_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
453.9,574.2,1,EMBOLISM AND THROMBOSIS OF UNSPECIFIED SITE,CALCULUS OF GALLBLADDER WITHOUT MENTION OF CHOLECYSTITIS OR OBSTRUCTION,Hematologic_Disorders,Digestive_System_Disorders
300.0,729.2,1,"ANXIETY STATE, UNSPECIFIED","NEURALGIA, NEURITIS, AND RADICULITIS, UNSPECIFIED",Psychiatric_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
380.4,591.0,1,IMPACTED CERUMEN,HYDRONEPHROSIS,Ent_and_Eye_Disorders,Genitourinary_Disorders
272.1,788.3,2,PURE HYPERGLYCERIDEMIA,UNSPECIFIED URINARY INCONTINENCE,Other_Nutritional_Disorders,Other_Genitourinary_Disorders
490.0,564.1,1,"BRONCHITIS, NOT SPECIFIED AS ACUTE OR CHRONIC",IRRITABLE BOWEL SYNDROME,Respiratory_Disorders,Digestive_System_Disorders
189.0,786.07,1,"MALIGNANT NEOPLASM OF KIDNEY, EXCEPT PELVIS",WHEEZING,Other_Malignant_Neoplasms,Cardiovascular_Disorders
276.7,715.16,1,HYPERPOTASSEMIA,"PRIMARY LOCALIZED OSTEOARTHROSIS, LOWER LEG",Fluid_And_Electrolyte_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
470.0,611.72,1,DEVIATED NASAL SEPTUM,LUMP OR MASS IN BREAST,Ent_and_Eye_Disorders,Breast_Disorders
564.1,716.59,1,IRRITABLE BOWEL SYNDROME,"UNSPECIFIED POLYARTHROPATHY OR POLYARTHRITIS, MULTIPLE SITES",Digestive_System_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
278.01,782.3,4,MORBID OBESITY,EDEMA,Nutritional_Disorders,Other_Skin_and_Subcutaneous_Disorders
756.12,781.0,1,CONGENITAL SPONDYLOLISTHESIS,ABNORMAL INVOLUNTARY MOVEMENTS,Congenital_Anomalies,Neurological_Disorders
296.32,530.81,1,"MAJOR DEPRESSIVE DISORDER, RECURRENT EPISODE, MODERATE",ESOPHAGEAL REFLUX,Psychiatric_Disorders,Digestive_System_Disorders
429.2,455.6,1,UNSPECIFIED CARDIOVASCULAR DISEASE,UNSPECIFIED HEMORRHOIDS WITHOUT MENTION OF COMPLICATION,Other_Cardiovascular_Disorders,Varicose_Veins_Haemorrhoids_and_Lymphatic_Disorders
728.85,791.0,1,SPASM OF MUSCLE,PROTEINURIA,Musculoskeletal_and_Connective_Tissue_Disorders,Nonspecific_Abnormal_Findings
564.0,787.02,1,UNSPECIFIED CONSTIPATION,NAUSEA ALONE,Digestive_System_Disorders,Other_Digestive_System_Disorders
307.42,564.09,1,PERSISTENT DISORDER OF INITIATING OR MAINTAINING SLEEP,OTHER CONSTIPATION,Other_Psychiatric_Disorders,Digestive_System_Disorders
410.9,440.9,1,"ACUTE MYOCARDIAL INFARCTION, UNSPECIFIED SITE, EPISODE OF CARE UNSPECIFIED",GENERALIZED AND UNSPECIFIED ATHEROSCLEROSIS,Cardiovascular_Disorders,Cardiovascular_Disorders
530.81,714.0,3,ESOPHAGEAL REFLUX,RHEUMATOID ARTHRITIS,Digestive_System_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
346.0,786.6,1,"MIGRAINE WITH AURA, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITHOUT MENTION OF STATUS MIGRAINOSUS","SWELLING, MASS, OR LUMP IN CHEST",Neurological_Disorders,Cardiovascular_Disorders
414.8,703.0,1,OTHER SPECIFIED FORMS OF CHRONIC ISCHEMIC HEART DISEASE,INGROWING NAIL,Cardiovascular_Disorders,Skin_and_Subcutaneous_Disorders
54.9,788.43,1,HERPES SIMPLEX WITHOUT MENTION OF COMPLICATION,NOCTURIA,Infectious_Disorders,Other_Genitourinary_Disorders
428.2,789.01,1,UNSPECIFIED SYSTOLIC HEART FAILURE,"ABDOMINAL PAIN, RIGHT UPPER QUADRANT",Cardiovascular_Disorders,Other_Digestive_System_Disorders
112.1,241.0,1,CANDIDIASIS OF VULVA AND VAGINA,NONTOXIC UNINODULAR GOITER,Infectious_Disorders,Endocrine_Disorders
477.9,788.41,1,"ALLERGIC RHINITIS, CAUSE UNSPECIFIED",URINARY FREQUENCY,Ent_and_Eye_Disorders,Other_Genitourinary_Disorders
296.22,682.6,1,"MAJOR DEPRESSIVE DISORDER, SINGLE EPISODE, MODERATE","CELLULITIS AND ABSCESS OF LEG, EXCEPT FOOT",Psychiatric_Disorders,Infectious_Disorders
389.9,840.4,1,UNSPECIFIED HEARING LOSS,ROTATOR CUFF (CAPSULE) SPRAIN,Ent_and_Eye_Disorders,Other_Injuries_(Excluding_Fractures)
701.9,703.8,1,UNSPECIFIED HYPERTROPHIC AND ATROPHIC CONDITION OF SKIN,OTHER SPECIFIED DISEASE OF NAIL,Skin_and_Subcutaneous_Disorders,Skin_and_Subcutaneous_Disorders
424.9,781.2,1,"ENDOCARDITIS, VALVE UNSPECIFIED, UNSPECIFIED CAUSE",ABNORMALITY OF GAIT,Cardiovascular_Disorders,Neurological_Disorders
309.0,346.01,1,ADJUSTMENT DISORDER WITH DEPRESSED MOOD,"MIGRAINE WITH AURA, WITH INTRACTABLE MIGRAINE, SO STATED, WITHOUT MENTION OF STATUS MIGRAINOSUS",Psychiatric_Disorders,Neurological_Disorders
189.0,786.59,1,"MALIGNANT NEOPLASM OF KIDNEY, EXCEPT PELVIS",OTHER CHEST PAIN,Other_Malignant_Neoplasms,Cardiovascular_Disorders
273.1,724.0,1,MONOCLONAL PARAPROTEINEMIA,"SPINAL STENOSIS, UNSPECIFIED REGION OTHER THAN CERVICAL",Other_Nutritional_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
724.0,733.0,1,"SPINAL STENOSIS, UNSPECIFIED REGION OTHER THAN CERVICAL","OSTEOPOROSIS, UNSPECIFIED",Musculoskeletal_and_Connective_Tissue_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
720.2,733.0,1,"SACROILIITIS, NOT ELSEWHERE CLASSIFIED","OSTEOPOROSIS, UNSPECIFIED",Musculoskeletal_and_Connective_Tissue_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
277.7,790.29,1,DYSMETABOLIC SYNDROME X,OTHER ABNORMAL GLUCOSE,Inherited_Metabolic_and_Immune_Disorders,Nonspecific_Abnormal_Findings
266.2,402.91,1,OTHER B-COMPLEX DEFICIENCIES,UNSPECIFIED HYPERTENSIVE HEART DISEASE WITH HEART FAILURE,Nutritional_Disorders,Cardiovascular_Disorders
70.54,703.0,1,CHRONIC HEPATITIS C WITHOUT MENTION OF HEPATIC COMA,INGROWING NAIL,Infectious_Disorders,Skin_and_Subcutaneous_Disorders
333.94,465.9,2,RESTLESS LEGS SYNDROME (RLS),ACUTE UPPER RESPIRATORY INFECTIONS OF UNSPECIFIED SITE,Neurological_Disorders,Infectious_Disorders
112.1,715.16,1,CANDIDIASIS OF VULVA AND VAGINA,"PRIMARY LOCALIZED OSTEOARTHROSIS, LOWER LEG",Infectious_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
562.11,611.72,1,DIVERTICULITIS OF COLON (WITHOUT MENTION OF HEMORRHAGE),LUMP OR MASS IN BREAST,Other_Digestive_System_Disorders,Breast_Disorders
173.3,453.9,2,UNSPECIFIED MALIGNANT NEOPLASM OF SKIN OF OTHER AND UNSPECIFIED PARTS OF FACE,EMBOLISM AND THROMBOSIS OF UNSPECIFIED SITE,Neoplasms,Hematologic_Disorders
366.14,840.4,1,POSTERIOR SUBCAPSULAR POLAR SENILE CATARACT,ROTATOR CUFF (CAPSULE) SPRAIN,Ent_and_Eye_Disorders,Other_Injuries_(Excluding_Fractures)
690.1,715.9,1,"SEBORRHEIC DERMATITIS, UNSPECIFIED","OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, UNSPECIFIED SITE",Other_Skin_and_Subcutaneous_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
275.42,715.98,1,HYPERCALCEMIA,"OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, OTHER SPECIFIED SITES",Other_Nutritional_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
250.8,571.8,1,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITH OTHER SPECIFIED MANIFESTATIONS, NOT STATED AS UNCONTROLLED",OTHER CHRONIC NONALCOHOLIC LIVER DISEASE,Endocrine_Disorders,Digestive_System_Disorders
428.32,470.0,1,CHRONIC DIASTOLIC HEART FAILURE,DEVIATED NASAL SEPTUM,Cardiovascular_Disorders,Ent_and_Eye_Disorders
366.53,522.5,1,"AFTER-CATARACT, OBSCURING VISION",PERIAPICAL ABSCESS WITHOUT SINUS,Ent_and_Eye_Disorders,Dental_Disorders
300.0,719.41,1,"ANXIETY STATE, UNSPECIFIED","PAIN IN JOINT, SHOULDER REGION",Psychiatric_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
78.1,780.4,1,"VIRAL WARTS, UNSPECIFIED",DIZZINESS AND GIDDINESS,Infectious_Disorders,Neurological_Disorders
112.1,273.1,1,CANDIDIASIS OF VULVA AND VAGINA,MONOCLONAL PARAPROTEINEMIA,Infectious_Disorders,Other_Nutritional_Disorders
112.1,780.79,1,CANDIDIASIS OF VULVA AND VAGINA,OTHER MALAISE AND FATIGUE,Infectious_Disorders,Neurological_Disorders
240.9,733.13,1,"GOITER, UNSPECIFIED",PATHOLOGIC FRACTURE OF VERTEBRAE,Endocrine_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
53.9,276.9,1,HERPES ZOSTER WITHOUT MENTION OF COMPLICATION,ELECTROLYTE AND FLUID DISORDERS NOT ELSEWHERE CLASSIFIED,Infectious_Disorders,Fluid_And_Electrolyte_Disorders
296.22,788.41,1,"MAJOR DEPRESSIVE DISORDER, SINGLE EPISODE, MODERATE",URINARY FREQUENCY,Psychiatric_Disorders,Other_Genitourinary_Disorders
296.22,428.3,1,"MAJOR DEPRESSIVE DISORDER, SINGLE EPISODE, MODERATE",UNSPECIFIED DIASTOLIC HEART FAILURE,Psychiatric_Disorders,Cardiovascular_Disorders
285.1,891.0,1,ACUTE POSTHEMORRHAGIC ANEMIA,"OPEN WOUND OF KNEE, LEG (EXCEPT THIGH), AND ANKLE, WITHOUT MENTION OF COMPLICATION",Hematologic_Disorders,Other_Injuries_(Excluding_Fractures)
521.0,682.6,1,UNSPECIFIED DENTAL CARIES,"CELLULITIS AND ABSCESS OF LEG, EXCEPT FOOT",Dental_Disorders,Infectious_Disorders
367.9,789.09,1,UNSPECIFIED DISORDER OF REFRACTION AND ACCOMMODATION,"ABDOMINAL  PAIN, OTHER SPECIFIED SITE",Ent_and_Eye_Disorders,Other_Digestive_System_Disorders
244.8,272.2,1,OTHER SPECIFIED ACQUIRED HYPOTHYROIDISM,MIXED HYPERLIPIDEMIA,Endocrine_Disorders,Other_Nutritional_Disorders
427.31,846.0,2,ATRIAL FIBRILLATION,SPRAIN OF LUMBOSACRAL (JOINT) (LIGAMENT),Cardiovascular_Disorders,Spinal_Injuries_(Including_Spinal_Fractures)
287.5,314.0,1,"THROMBOCYTOPENIA, UNSPECIFIED",ATTENTION DEFICIT DISORDER WITHOUT MENTION OF HYPERACTIVITY,Hematologic_Disorders,Psychiatric_Disorders
413.9,782.0,1,OTHER AND UNSPECIFIED ANGINA PECTORIS,DISTURBANCE OF SKIN SENSATION,Cardiovascular_Disorders,Other_Skin_and_Subcutaneous_Disorders
530.85,556.9,1,BARRETT'S ESOPHAGUS,"ULCERATIVE COLITIS, UNSPECIFIED",Digestive_System_Disorders,Digestive_System_Disorders
702.11,722.83,1,INFLAMED SEBORRHEIC KERATOSIS,"POSTLAMINECTOMY SYNDROME, LUMBAR REGION",Skin_and_Subcutaneous_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
